
chr12	58527170	58528389
chr13	24712861	24713832
chr15	137408077	137409180
chr6	9329778	9330240
chr11	6487507	6488421
chr10	1932651	1933338
chr16	77148349	77150170
chr6	60687536	60688366
chr6	60687536	60688366
chrY	20910476	20910659
chr2	57728983	57729499
chr8	3253064	3253766
chr9	136675217	136675626
chr6	96537320	96537999
chr15	138377491	138377569
chr3	8773926	8775122
chr9	9564393	9564766
chr13	207954105	207954658
chr16	76381775	76382395
chr6	60745901	60746657
chr6	60745901	60746657
chr12	58414319	58415182
chr13	28265433	28265801
chr14	60889374	60889949
chr6	67045401	67045923
chr6	67045401	67045923
chrX	109933650	109934191
chr16	53387481	53387965
chr2	62179617	62180364
chr3	50702049	50702537
chr6	4621450	4622113
chr12	54306395	54308226
chr5	34218132	34218914
chr2	115573097	115574327
chrX	77591143	77591413
chr17	59016314	59016612
chr17	59016314	59016612
chr4	166107	169001
chr6	18315233	18316704
chr6	41688305	41688704
chr9	13183156	13183810
chr10	9265568	9266774
chr11	2654181	2654974
chr5	2490488	2491088
chrY	6511976	6513870
chr1	91697961	91698371
chr16	15907994	15908281
chr4	10284791	10285185
chr1	274051124	274051843
chr11	73393080	73393568
chr12	23552231	23553093
chr2	1946879	1946966
chr2	75808948	75816490
chr4	130362021	130362291
chr7	65484665	65484830
chr16	74638311	74639678
chr2	705334	708015
chr6	50826688	50829625
chr7	112671197	112671912
chr13	163552357	163552654
chr14	20438598	20440020
chr6	50820564	50823291
chr6	62880360	62882617
chr6	62880360	62882617
chr9	134935605	134936712
chr16	48268994	48270143
chr16	78960728	78961365
chr2	64588252	64589106
chrX	69775131	69775510
chr6	14594734	14595735
chr9	50585507	50587246
chr10	63739270	63739731
chr14	22392536	22398633
chr9	82789228	82789462
chr6	169122182	169122346
chr3	40390243	40390858
chr14	92200740	92201633
chr1	38015486	38016172
chr3	38906124	38908797
chr7	64469154	64472348
chr18	51334376	51334585
chr9	123314679	123315380
chr1	137878865	137879621
chr1	137878865	137879621
chr15	74544587	74545672
chr3	6923143	6923530
chr10	68905607	68907532
chr14	95155789	95156393
chr6	3022860	3025161
chr12	58978510	58980083
chr4	1196085	1197326
chr6	45874625	45875569
chr13	208248455	208249341
chr14	6130376	6130955
chr14	23053465	23053992
chr2	52151084	52151649
chr6	38860536	38860893
chr7	83446878	83447274
chr7	111417712	111418495
chr7	121823263	121825470
chr7	121823263	121825470
chr7	87511695	87512040
chr14	5942833	5944374
chr18	10139693	10140629
chr4	78550442	78551435
chr14	6113700	6115256
chr14	6352988	6353348
chr6	4678821	4679427
chr12	60058276	60058778
chr14	138732503	138732771
chr15	46635447	46636385
chr6	62118794	62124159
chr15	118078282	118079882
chr17	63418617	63418927
chr5	25742126	25742466
chr15	129020247	129020859
chr16	42498965	42499411
chr3	1159635	1160888
chr11	43338923	43339185
chr3	15488272	15488552
chr3	42241684	42242656
chr8	67212657	67214135
chr3	14619483	14619790
chr4	106455694	106457357
chr12	60788843	60789104
chr6	163414558	163420722
chr14	22480501	22483245
chr6	57588822	57589652
chr7	24610076	24610440
chr6	48428531	48429063
chr6	146272050	146273257
chr7	22054062	22054735
chr12	54349567	54349903
chr12	57453958	57454156
chr15	139123970	139124398
chr1	138907923	138908270
chr13	200169858	200170774
chr6	64377131	64378136
chrX	108213487	108213852
chr12	772226	774539
chr12	772226	774539
chr14	139831677	139832607
chr2	57856364	57861766
chr5	27310683	27311517
chr6	44371358	44372231
chr6	62765729	62767553
chr6	62765729	62767553
chr11	47968588	47968654
chr2	2381702	2382302
chr2	3240580	3241352
chr2	3240580	3241352
chr2	38142933	38143144
chr6	169673662	169674269
chr11	3591196	3591555
chr18	3989127	3989373
chr2	143643107	143643438
chr10	67781388	67782018
chr12	33068271	33068680
chr4	932045	932724
chrX	61197260	61197453
chr11	3576280	3576486
chr3	4424502	4429096
chr8	618635	619014
chr2	75835352	75836360
chr2	75835352	75836360
chr3	17733090	17733743
chrX	22704615	22706097
chr1	80493878	80494066
chr1	123374358	123374650
chr1	270542949	270543342
chr10	6592349	6594288
chr5	30607632	30608047
chr6	61983566	61984530
chr6	71618801	71619212
chr9	137656968	137657426
chr3	46088556	46089334
chr11	78188573	78189458
chr6	89750862	89753187
chr2	131565616	131566940
chr7	48139933	48140933
chr9	2578299	2579193
chr6	12809741	12813616
chr14	6131230	6131751
chr16	76902613	76903615
chr6	79886668	79887044
chr17	57225874	57226385
chr4	8252962	8253812
chr11	42762124	42762417
chrX	81726465	81726776
chrY	5266806	5267318
chr13	205486731	205487112
chr2	60493560	60494221
chr2	74043000	74043295
chr6	62611530	62613765
chr6	62611530	62613765
chr8	137316708	137317281
chr10	19151283	19156867
chr11	75895417	75896927
chr12	55256171	55257631
chr5	6588108	6588458
chr10	67525434	67526309
chr14	6063292	6064469
chr6	60890941	60892128
chr6	78305793	78306299
chr2	2400416	2400647
chr3	832412	832947
chr1	1001754	1005581
chr13	158086842	158089299
chr4	109885608	109886500
chr6	2733349	2733918
chr6	11400679	11401616
chr7	5022237	5023317
chr8	93992088	93992478
chr1	273506814	273507160
chr3	52326802	52330348
chr3	102703562	102703891
chrX	31719336	31719525
chr13	197169111	197169742
chr14	72935814	72936463
chrX	14154170	14154921
chrY	6309892	6310029
chr3	46053426	46055576
chr10	23290797	23291324
chr18	2006842	2007608
chrX	110945486	110946677
chrX	110945486	110946677
chr7	116344165	116344870
chr14	5968329	5968725
chr4	127203134	127205617
chr6	70079539	70079903
chr8	54351162	54359748
chr10	5965161	5966435
chr11	23832901	23833081
chr12	60147156	60147452
chr15	138457807	138458114
chr13	207874224	207875224
chrX	121278038	121279924
chr15	36	35448
chr18	55384795	55385065
chr5	98745725	98745986
chr14	135790709	135791092
chr12	56690585	56691132
chr13	205235542	205235930
chr2	30090898	30091855
chr15	134661853	134663117
chr2	148930022	148930942
chr3	6418875	6422618
chr10	68283010	68283407
chr11	75984646	75985103
chr12	57138384	57138727
chr6	168360074	168360500
chr13	22395	39268
chr13	91210	120162
chr2	144786309	144786703
chr3	39287473	39288254
chr6	202682	203303
chr2	137590369	137591186
chr6	58040049	58040707
chr13	47943	70294
chr12	49687911	49688911
chr2	137360221	137360454
chr3	5888473	5889054
chr17	63401868	63402504
chr4	8063409	8064118
chr14	132392756	132393315
chr7	53573663	53575880
chr6	58021104	58021777
